year,electedas,name,party,ac,pc,mandal,area,ward,age,community,edu,electioncat,occupation,sex,tot,votes
2006,MPTC,K.Sasikala,dentTDP,,Anantapur,Gooty,Gooty 6,,27.0,,INTER,STW,AGRICULTURE,F,,
2006,MPTC,D.Lakshmidevi,CPI(M),,Anantapur,Gooty,Gooty 7,,38.0,,INTER,BCW,AGRICULTURE,F,,
2006,MPTC,D.Venkata Narayana,TDP,,Anantapur,Gooty,Jakkala Cheruvu,,34.0,GOLLA,INTER,URG,AGRICULTURE,M,,
2006,MPTC,K. Adi Lakshmi,INC,,Anantapur,Gooty,Karidi Konda,,47.0,,SSC,URW,AGRICULTURE,F,,
2006,MPTC,B.Ekanthaiah,TDP,,Anantapur,Gooty,Kothapeta,,44.0,GOLLA,6TH,URG,AGRICULTURE,M,,
2006,MPTC,B.Mastanaiah,TDP,,Anantapur,Gooty,Lachanapalli,,23.0,,8TH,SCG,AGRICULTURE,M,,
2006,MPTC,J.Ranga Reddy,TDP,,Anantapur,Gooty,P.Yerragudi,,,GOLLA,BA,BCG,AGRICULTURE,M,,
2006,MPTC,Parvathamma,INC,,Anantapur,Gooty,Peddoddi,,,,,URW,AGRICULTURE,F,,
2006,MPTC,D.Sivalingareddy,TDP,,Anantapur,Gooty,Thurakapalli,,,KAPU,BSC,URG,AGRICULTURE,M,,
2006,MPTC,M. Lakshmidevi,TDP,,Anantapur,Gooty,Ubicherla,,,BOYA,,URW,AGRICULTURE,F,,
2006,MPTC,G.V.Radha,INC,,Anantapur,Gummagatta,Bhoopa Samudram,,25.0,,PUC,URW,AGRICULTURE,F,,
2006,MPTC,Obaiah,INC,,Anantapur,Gummagatta,Galagala,,27.0,-,,B.C (G)`,AGRICULTURE,M,,
2006,MPTC,Satya Bhama,TDP,,Anantapur,Gummagatta,Gollapalli,,24.0,,PUC,URW,AGRICULTURE,F,,
2006,MPTC,Durgappa,INC,,Anantapur,Gummagatta,Gonabavi,,49.0,-,,S.C.(G),AGRICULTURE,M,,
2006,MPTC,Giri Mallappa,TDP,,Anantapur,Gummagatta,Gummagatta,,49.0,,VII CLASS,URG,AGRICULTURE,M,,
2006,MPTC,Govindappa,TDP,,Anantapur,Gummagatta,Kalugodu 1,,34.0,,VII CLASS,B.C GENERAL -,AGRICULTURE,M,,
2006,MPTC President,Yasodamma,INC,,Anantapur,Gummagatta,Kalugodu 2,,23.0,-,V CLASS,B.C WOMEN,AGRICULTURE,F,,
2006,MPTC,Gundamma,INC,,Anantapur,Gummagatta,Netrapalli,,29.0,,,URW,AGRICULTURE,F,,
2006,MPTC,Thimmappa,TDP,,Anantapur,Gummagatta,Pulakunta,,49.0,-,III CLASS,B.C (G),AGRICULTURE,M,,
2006,MPTC,Marekka,TDP,,Anantapur,Gummagatta,Sirige Doddi,,47.0,-,,B.C (W),AGRICULTURE,F,,
2006,MPTC,Durugamma,INC,,Anantapur,Gummagatta,Tallakara 1,,47.0,-,,S.C (W),AGRICULTURE,F,,
2006,MPTC,Thmmalapuram Rami Reddy,INC,,Anantapur,Gummagatta,Thallakera 2,,49.0,,V CLASS,URG,AGRICULTURE,M,,
2006,MPTC,E.Govindappa,INC,,Anantapur,Guntakal,Ayyavaripalli,,27.0,YERIKALA,,STG,,M,,
2006,MPTC,Nagesamma,TDP,,Anantapur,Guntakal,Dosaludliki,,34.0,MADIGA,,,,M,,
2006,MPTC,A.Ranganayakulu,TDP,,Anantapur,Guntakal,G.Kottala,,22.0,GOLLA,10th class,,,M,,
2006,MPTC,G.Venkataramudu,INC,,Anantapur,Guntakal,Kasapuram,,23.0,BOYA,Intermediate,,,M,,
2006,MPTC,Venkataramudu,TDP,,Anantapur,Guntakal,Konganapalli,,50.0,KAPU,Intermediate,,,M,,
2006,MPTC,Veera Hanumanna,TDP,,Anantapur,Guntakal,Molakalapenta,,58.0,BOYA,,,,M,,
2006,MPTC,Nagappa,TDP,,Anantapur,Guntakal,N.Venkatampalli,,34.0,GOLLA,10th class,,,M,,
2006,MPTC,E.Chandravani,INC,,Anantapur,Guntakal,Nagasamudram,,22.0,EDIGA,10th class,,,F,,
2006,MPTC,Patil Manjula,TDP,,Anantapur,Guntakal,Nakkanadoddi,,34.0,KAPU,10th class,,,F,,
2006,MPTC President,Nagabhushanam,TDP,,Anantapur,Guntakal,Nelagonda,,54.0,KAMMA,Intermediate,,,M,,
2006,MPTC,Chandrakalavathi,TDP,,Anantapur,Guntakal,P.K.Cheruvu,,21.0,KAPU,10th class,,,F,,
2006,MPTC,M.Balanjineyulu,TDP,,Anantapur,Guntakal,Y.T.Cheruvu,,32.0,MALA,Intermediate,,,M,,
2006,MPTC President,Chowla Mallikarjuna,TDP,,Anantapur,Kalyandurg,Chapiri,,47.0,,9TH,,AGRICULTURE,M,,
2006,MPTC,A.Narayana,TDP,,Anantapur,Kalyandurg,Dodagatta,,35.0,,BA,,AGRICULTURE,M,,
2006,MPTC,K.Donaswamy,INC,,Anantapur,Kalyandurg,Duradakunta,,39.0,,,,AGRICULTURE,M,,
2006,MPTC,Thippamma,TDP,,Anantapur,Kalyandurg,East Kodipalli,,34.0,,2ND CLASS,STW,AGRICULTURE,F,,
2006,MPTC,D.Ramanjineyulu,TDP,,Anantapur,Kalyandurg,Garudapuram,,49.0,,5TH,BCG,AGRICULTURE,M,,
2006,MPTC,Harijana Narasimhulu,TDP,,Anantapur,Kalyandurg,Golla,,39.0,,5TH,SCG,AGRICULTURE,M,,
2006,MPTC,Maddipatla Chennarayudu,TDP,,Anantapur,Kalyandurg,Hullikallu,,54.0,,5TH,,AGRICULTURE,M,,
2006,MPTC,B.Somasekhar,INC,,Anantapur,Kalyandurg,Kalyandurg 1,,31.0,,10TH,BCG,AGRICULTURE,M,,
2006,MPTC,B. Ramalakshmi,TDP,,Anantapur,Kalyandurg,Kalyandurg 2,,33.0,,2ND,URW,AGRICULTURE,F,,
2006,MPTC,M.Murali,TDP,,Anantapur,Kalyandurg,Kalyandurg 3,,37.0,,BSC,,AGRICULTURE,M,,
2006,MPTC,B.K.Madhavi,TDP,,Anantapur,Kalyandurg,Kalyandurg 4,,24.0,,BA,BCW,AGRICULTURE,F,,
2006,MPTC,B.Shirisha,INC,,Anantapur,Kalyandurg,Kalyandurg 5,,28.0,,10TH,URW,AGRICULTURE,F,,
2006,MPTC,M.Krishnaveni,TDP,,Anantapur,Kalyandurg,Kalyandurg 6,,28.0,,BA,,AGRICULTURE,F,,
2006,MPTC,Saraswathi,INC,,Anantapur,Kalyandurg,Kalyandurg 7,,58.0,,SSLC,SCW,AGRICULTURE,F,,
2006,MPTC,P.Sreenivasulu,TDP,,Anantapur,Kalyandurg,Kalyandurg 8,,38.0,,9TH,,AGRICULTURE,M,,
2006,MPTC,Golla Kadirappa,TDP,,Anantapur,Kalyandurg,Kotturu,,39.0,,SSC,BCG,AGRICULTURE,M,,
2006,MPTC,Kondanna,TDP,,Anantapur,Kalyandurg,Manirevu,,39.0,,BA,BCG,AGRICULTURE,M,,
2006,MPTC,H.Vannurswamy,INC,,Anantapur,Kalyandurg,Muddinayananapalli,,47.0,,7TH,SCG,AGRICULTURE,M,,
2006,MPTC,Goridindla Raghunathareddy,INC,,Anantapur,Kalyandurg,Mudigallu,,35.0,,BETECH,,AGRICULTURE,M,,
2006,MPTC,B. Sujatha,TDP,,Anantapur,Kalyandurg,Narayanapuram,,27.0,,7TH,URW,AGRICULTURE,F,,
2006,MPTC,Jayappa,INC,,Anantapur,Kalyandurg,Ontimiddi,,32.0,,10TH,,AGRICULTURE,M,,
2006,MPTC,Boya Lakshmikantha,INC,,Anantapur,Kalyandurg,Palavai,,24.0,,7TH,BCW,AGRICULTURE,F,,
2006,MPTC,Hanumanthappa,INC,,Anantapur,Kalyandurg,Thimma Samudram,,54.0,,SSLC,,AGRICULTURE,M,,
2006,MPTC President,Talari Narasimhulu,TDP,,Anantapur,Kambadur,Chennampalli,,32.0,BOYA,SSC,URG,AGRICULTURE,M,,
2006,MPTC,Gowramma,TDP,,Anantapur,Kambadur,Kambadur 1,,59.0,KAMMA,5TH,URW,AGRICULTURE,F,,
2006,MPTC,Bhavani,TDP,,Anantapur,Kambadur,Kambadur 2,,34.0,BALIJA,SSC,URW,AGRICULTURE,F,,
2006,MPTC,Gangappa,TDP,,Anantapur,Kambadur,Kambadur 3,,47.0,,5TH,SCG,AGRICULTURE,M,,
2006,MPTC,Venkatappa,INC,,Anantapur,Kambadur,Kambadur 4,,44.0,,10TH,BCG,AGRICULTURE,M,,
2006,MPTC,Thirumalamma,INC,,Anantapur,Kambadur,Karthanaparthi,,66.0,,5TH,BCW,AGRICULTURE,F,,
2006,MPTC,K.Thimmappa,TDP,,Anantapur,Kambadur,Kurakulapalli,,46.0,,5TH,SCG,AGRICULTURE,M,,
2006,MPTC,Thimmarayudu,INC,,Anantapur,Kambadur,Marimakulapalli,,36.0,,SSC,BCG,AGRICULTURE,M,,
2006,MPTC,Pathakka,TDP,,Anantapur,Kambadur,Nuthimadugu,,21.0,,5TH,SCW,AGRICULTURE,F,,
2006,MPTC,Venkata Naik,TDP,,Anantapur,Kambadur,Pallur,,26.0,,5TH,STG,AGRICULTURE,M,,
2006,MPTC,Pakruddin D,INC,,Anantapur,Kambadur,Ralla Ananthapuram,,28.0,DUDEKULA,9TH,URG,AGRICULTURE,M,,
2006,MPTC,G. Nagaraju,INC,,Anantapur,Kambadur,Thimmapuram 1,,40.0,BALIJA,SSC,URG,AGRICULTURE,M,,
2006,MPTC,Syamanna,TDP,,Anantapur,Kambadur,Thimmapuram 2,,40.0,,5TH,BCG,AGRICULTURE,M,,
2006,MPTC,Vasanthamma,INC,,Anantapur,Kanekal,Benekal,,31.0,,5th class,UR(W),LABOUR,Female House wife,,
2006,MPTC President,A.Rajagopal Reddy,INC,,Anantapur,Kanekal,Bramhasamudram,,51.0,-,INTER,O.C (G),FARMER,M,,
2006,MPTC,H.Sivamma,INC,,Anantapur,Kanekal,Ganigera,,39.0,-,,S.C (W),AGRICULTURE,F,,
2006,MPTC,Boya Mulinti Marenna,INC,,Anantapur,Kanekal,Garudachedu,,28.0,,2nd class,B.C.(G),Farmer,Male,,
2006,MPTC,Venkataramana Reddy,INC,,Anantapur,Kanekal,Hanakanahal,,35.0,-,INTER,OC.(G),FORMER,M,,
2006,MPTC,H.Vannappa,INC,,Anantapur,Kanekal,Hulikera,,42.0,-,II CLASS,S.C (G),FORMER,M,,
2006,MPTC,Y.Krishna Veni,TDP,,Anantapur,Kanekal,Kalekurthy,,21.0,-,V CLASS,B.C (W),HOUSE WIFE,F,,
2006,MPTC,Shahida,INC,,Anantapur,Kanekal,Kanekal 1,,28.0,-,,O.C(W),FARMER,F,,
2006,MPTC,G.Hanumakka,INC,,Anantapur,Kanekal,Kanekal 2,,35.0,-,,B.C (W),FARMER,F,,
2006,MPTC,B.Ramamohan Reddy,INC,,Anantapur,Kanekal,Kanekal 3,,49.0,-,X CLASS,O.C (G),FORMER,M,,
2006,MPTC,Eranna,INC,,Anantapur,Kanekal,Kanekal 4,,57.0,B.C(UPPARA),XIII CLASS,O.C (G),FORMER,M,,
2006,MPTC,U.Kupendra,INC,,Anantapur,Kanekal,Kanekal 5,,34.0,B.C UPPARA,V CLASS,O.C (G),FORMER,M,,
2006,MPTC,B.Vannappa,INC,,Anantapur,Kanekal,Malyam,,47.0,-,VII CLASS,B.C(G),FORMER,M,,
2006,MPTC,Prabhavathamma,INC,,Anantapur,Kanekal,Thumbiganur,,27.0,-,V CLASS,O.C(W),FORMER,F,,
2006,MPTC,Chinna Vannurappa,INC,,Anantapur,Kanekal,Yerragunta 1,,60.0,-,II CLASS,B.C (G),FARMER,M,,
2006,MPTC,Raveendra,INC,,Anantapur,Kanekal,Yerragunta 2,,45.0,-,IV CLASS,B.C(G),FARMER,M,,
2006,MPTC,Tdp,TDP,,Anantapur,Kudair,Cholasamudram,,59.0,ST,,ST(G),Agriculture,M,,
2006,MPTC President,K.Bramaiah,TDP,,Anantapur,Kudair,Gotukuru,,39.0,BC-B,BA LLB,,Agriculture,M,,
2006,MPTC,Ediga Adenna,TDP,,Anantapur,Kudair,Ipperu,,39.0,BC-B,,,Agriculture Labour,M,,
2006,MPTC,Kamma Aparna,TDP,,Anantapur,Kudair,Korrakodu,,25.0,OC,8th class,UR(W),Agriculture,F,,
2006,MPTC,Ediga Vijaya Lakshmi,TDP,,Anantapur,Kudair,Kudair 1,,22.0,,SSC,BC(W),Agriculture,F,,
2006,MPTC,K.Ramachandrappa,INC,,Anantapur,Kudair,Kudair 2,,34.0,,8th class,BC(G),Agriculture,M,,
2006,MPTC,H.Lakshmi Devi,INC,,Anantapur,Kudair,Marutla,,27.0,,,SC(W),Agriculture,F,,
2006,MPTC,J.Ramanjinappa,INC,,Anantapur,Kudair,P.Narayanapuram,,26.0,SC,5th Class,SC(G),Agriculture,M,,
2006,MPTC,Pujari Jallappa,CPI(M),,Anantapur,Kudair,Thimmapuram,,26.0,BC,5th Class,BC(G),Agriculture,M,,
2006,MPTC,S.Devendra,INC,,Anantapur,Kudair,Udiripikonda,,31.0,BC-B,MA LLB,,Agriculture,M,,
2006,MPTC,T.Vijayamma,TDP,,Anantapur,Kundurpi,Appilepalli,,28.0,,,SCW,AGRICULTURE,F,,
2006,MPTC President,G.K.Sreenivasulu,INC,,Anantapur,Kundurpi,Bestarapalli,,34.0,,,URG,AGRICULTURE,M,,
2006,MPTC,Eswarappa,INC,,Anantapur,Kundurpi,Enumuladoddi 1,,34.0,,,URG,AGRICULTURE,M,,
2006,MPTC,Sanjeevamma,INC,,Anantapur,Kundurpi,Enumuladoddi 2,,44.0,,,BCW,AGRICULTURE,F,,
2006,MPTC,L.Maheswaramma,INC,,Anantapur,Kundurpi,Jambugampala,,34.0,,,URW,AGRICULTURE,F,,
2006,MPTC,S. Mallikarjuna,TDP,,Anantapur,Kundurpi,Kundurpi 1,,48.0,,,BCG,AGRICULTURE,M,,
2006,MPTC,Venkatesa,TDP,,Anantapur,Kundurpi,Kundurpi 2,,30.0,,,BCG,AGRICULTURE,M,,
2006,MPTC,Dasanna,CPI,,Anantapur,Kundurpi,Mahantha Puram,,49.0,,,URG,AGRICULTURE,M,,
2006,MPTC,Itukala Sannamma,INC,,Anantapur,Kundurpi,Malayanur 1,,46.0,,,URW,AGRICULTURE,F,,
2006,MPTC,Sarojamma,INC,,Anantapur,Kundurpi,Malayanur 2,,21.0,,,BCW,AGRICULTURE,F,,
2006,MPTC,Madivalappa,TDP,,Anantapur,Kundurpi,Nizavalli,,44.0,,,BCG,AGRICULTURE,M,,
2006,MPTC,K. Mallikarjuna,TDP,,Anantapur,Kundurpi,Tenagallu,,39.0,,,URG,AGRICULTURE,M,,
2006,MPTC,G.Raveendra,TDP,,Anantapur,Kundurpi,Thumukunta,,30.0,,,,AGRICULTURE,M,,
2006,MPTC,Sreenivasulu,INC,,Anantapur,Kundurpi,Yerragunta,,23.0,,,SCG],AGRICULTURE,M,,
2006,MPTC,Madamanchi Gangappa,INC,,Anantapur,Narpala,B.Pappur,,57.0,KAMMA,,URG,,M,,
2006,MPTC,Yeluvu Chinna Bojjanna,TDP,,Anantapur,Narpala,Bandlapalli,,49.0,GOLLA,7th class,URG,,M,,
2006,MPTC,Yekkaluri Ramanjineyulu,TDP,,Anantapur,Narpala,Bondala Wada,,33.0,,SSC,BCG,,M,,
2006,MPTC,Kancham Rama Krishna Reddy,INC,,Anantapur,Narpala,Chamalur,,49.0,KAPU,,URG,Agriculture,M,,
2006,MPTC,Jammanu Ramudu,INC,,Anantapur,Narpala,Duggumarri,,33.0,,8th class,SCG,,M,,
2006,MPTC,Koduru Nagalakshumma,INC,,Anantapur,Narpala,Gaddam Nagepalli,,34.0,BOYA,,URW,Agriculture,F,,
2006,MPTC,Yetti Nallappa,INC,,Anantapur,Narpala,Ganganapalli,,44.0,MADIGA,,SCG,,M,,
2006,MPTC,Pedda Obaiah Garirajanna,TDP,,Anantapur,Narpala,Gugudu,,30.0,,SSC,BCG,,M,,
2006,MPTC,Ankalamma,INC,,Anantapur,Narpala,H.Sodanapalli,,41.0,KAPU,,URW,,F,,
2006,MPTC,Meesala Veera Naramma,INC,,Anantapur,Narpala,Kesepalli,,24.0,MADIGA,2nd class,SC(W),Agriculture,F,,
2006,MPTC,Gavvala Soubhagya,INC,,Anantapur,Narpala,Narpala 1,,27.0,GANDLA,SSC,UR(W),,F,,
2006,MPTC,Talari Katamaiah,INC,,Anantapur,Narpala,Narpala 2,,40.0,,SSC,BCG,,M,,
2006,MPTC President,Yerri Nagappa,INC,,Anantapur,Narpala,Narpala 3,,54.0,BOYA,5th class,,,M,,
2006,MPTC,Dantani Lakshmidevi,INC,,Anantapur,Narpala,Narpala 4,,29.0,KURUBA,6th class,BC(W),,F,,
2006,MPTC,Veluru Raghava Naidu,TDP,,Anantapur,Narpala,Venkatampalli,,34.0,KAMMA,SSC,,Agriculture,M,,
2006,MPTC,Nakka Narayanamma,TDP,,Anantapur,Pamidi,Devarapalli,,39.0,,5th class,BC(W),,F,,
2006,MPTC,G.Obulesu,INC,,Anantapur,Pamidi,Edururu,,36.0,BOYA,SSC,BCG,,M,,
2006,MPTC,Neeluru Subba Reddy,INC,,Anantapur,Pamidi,Gajarampalli,,46.0,KAPU,Intermediate,URG,,M,,
2006,MPTC,Venkatesu,TDP,,Anantapur,Pamidi,Khaderapeta,,31.0,BOYA,SSC,BCG,,M,,
2006,MPTC,Mallamma,INC,,Anantapur,Pamidi,Palem,,44.0,,,BC(W),,F,,
2006,MPTC,Mahabunni,TDP,,Anantapur,Pamidi,Pamidi 1,,40.0,,5TH,URW,,F,,
2006,MPTC,Nallbotula Sreenivasulu,TDP,,Anantapur,Pamidi,Pamidi 2,,32.0,MADIGA,BA,SCG,,M,,
2006,MPTC,Sanjeeva Kumar,TDP,,Anantapur,Pamidi,Pamidi 3,,35.0,BOYA,DIPLOMA,BCG,,M,,
2006,MPTC President,B.C Mastanayya,TDP,,Anantapur,Pamidi,Pamidi 4,,41.0,MANGALI,SSC,URG,,M,,
2006,MPTC,B.K.Mahammed Raheem,INC,,Anantapur,Pamidi,Pamidi 5,,27.0,MUSLIM,SSC,URG,,M,,
2006,MPTC,Mandla Lakshmidevi,TDP,,Anantapur,Pamidi,Pamidi 6,,24.0,,,SCW,,F,,
2006,MPTC,Neelam Kantha Reddy,INC,,Anantapur,Pamidi,Ramagiri,,37.0,KAPU,SSC,URG,,M,,
2006,MPTC,Savithri,INC,,Anantapur,Pamidi,Vankaraju Kalva,,28.0,,5th class,URW,,F,,
2006,MPTC,Deva Kadirappa Satyanarayana,TDP,,Anantapur,Pamidi,Yeddulapalli,,33.0,YERIKALA,,STG,,M,,
2006,MPTC,Bandi Veera Narayanamma,INC,,Anantapur,Peddapappur,Muchukota,,42.0,BOYA,5TH,URG,,F,,
2006,MPTC,Tarimela Ramadevi,INC,,Anantapur,Peddapappur,Pedda Yekkalur,,28.0,MANGALI,INTER,BCG,AGRICULTURE,M,,
2006,MPTC,Obolla Maseedu,TDP,,Anantapur,Peddapappur,Amalladenne,,,,,SC(G),,Male,,
2006,MPTC,Maduru Sujatha,INC,,Anantapur,Peddapappur,Chinnayekkalur,,,,,UR(W),,Female,,
2006,MPTC,Madineni Lakshmi,INC,,Anantapur,Peddapappur,Juturu,,,,,UR(W),,Female,,
2006,MPTC,Bandaru Obulamma,TDP,,Anantapur,Peddapappur,Narasapuram,,,,,SC(W),,Female,,
2006,MPTC,B.C.Ramakrishna Reddy,INC,,Anantapur,Peddapappur,Pasaluru,,,,,UR(G),,Male,,
2006,MPTC President,Thammisetti Sailaja,INC,,Anantapur,Peddapappur,Peddapappuru,,,,,UR(G),,Female,,
2006,MPTC,Thodimala Sreenivasulu,INC,,Anantapur,Peddapappur,Somanapalli,,,,,BC(G),,Male,,
2006,MPTC,Kukkala Vannuramma,TDP,,Anantapur,Peddapappur,Thabjula,,,,,BC(W),,Female,,
2006,MPTC,Chikkem Kameshwaramma,INC,,Anantapur,Peddavadugur,Appecherla,,24.0,,,OC(W),Cultivation,F,,
2006,MPTC,K.Sujatha,INC,,Anantapur,Peddavadugur,Chitrachedu,,27.0,,10th Class,URW,House wife,F,,
2006,MPTC,Golla Lakshmi Devi,INC,,Anantapur,Peddavadugur,Dimmagudi,,39.0,,5th class,BC(W),Cultivation,F,,
2006,MPTC,Jogi Sunkulanna,INC,,Anantapur,Peddavadugur,Gooty Ananthapuram,,46.0,,5th class,BC(G),Cultivation,M,,
2006,MPTC,B.Chinna Balanna,TDP,,Anantapur,Peddavadugur,Kristipadu,,63.0,BC,,URG,Cultivation,M,,
2006,MPTC,Chinna Pullanna,INC,,Anantapur,Peddavadugur,Lakshumpalli,,47.0,,,SC(G),Cultivation,M,,
2006,MPTC,Muli Garuda Sekhar Reddy,INC,,Anantapur,Peddavadugur,Medimakulapalli,,65.0,OC,7th class,URG,Cultivation,M,,
2006,MPTC,Sri Shaikshavali (unanimous),IND,,Anantapur,Peddavadugur,Peddavadugur 1,,,,,,,,,
2006,MPTC,Venkata Lakshmi,INC,,Anantapur,Peddavadugur,Peddavadugur 2,,35.0,,,SC(W),Cultivation,F,,
2006,MPTC,Narayanaswamy,TDP,,Anantapur,Peddavadugur,Penakalapadu,,21.0,,10th Class,BC(G),Cultivation,M,,
2006,MPTC,S.Balanna,INC,,Anantapur,Peddavadugur,Ravuludiki,,54.0,,10th Class,BC(G),Cultivation,M,,
2006,MPTC,Nirmala,TDP,,Anantapur,Peddavadugur,Virupapuram,,31.0,OC,10th Class,URG,Cultivation,M,,
2006,MPTC,P. Bala Rangaiah,TDP,,Anantapur,Putlur,Arakatavemula,,,,,,,,,
2006,MPTC President,Annadhanam Aruna Kumari,INC,,Anantapur,Putlur,Kadavakallu,,27.0,SRI-VISHNAVA,SSC,,House wife,F,,
2006,MPTC,Goddumarri Kumari,INC,,Anantapur,Putlur,Komatikuntla,,34.0,BC,5th Class,BC(W),,Female House wife,,
2006,MPTC,Harinath,TDP,,Anantapur,Putlur,Maddipalli,,22.0,BOYA,SSC fail,,Agriculture,M,,
2006,MPTC,Padmavathi,INC,,Anantapur,Putlur,Putlur,,24.0,BC,5th Class,UR(W),,Female House wife,,
2006,MPTC,K.A.Narayana Swamy,INC,,Anantapur,Putlur,Rangaraju Kuntla,,57.0,BOYA,5th class,BC(G),Agriculture,M,,
2006,MPTC,Gadibavi Pullamma,INC,,Anantapur,Putlur,S.Vengannapalli,,59.0,KAPU,,UR(W),House wife,F,,
2006,MPTC,J.Prabhavathi,INC,,Anantapur,Putlur,Sanagala Guduru,,22.0,SC,SSC,SC(W),,Female House wife,,
2006,MPTC,S.Gopal Reddy,TDP,,Anantapur,Putlur,Surepalli,,34.0,KAPU,BA,URG,Agriculture,M,,
2006,MPTC,Kattumadi Peddanna,INC,,Anantapur,Putlur,Yellutla,,54.0,SC,4th Class,SC(G),Agrl.,Male,,
2006,MPTC,Eramma,TDP,,Anantapur,Rayadurg,Udegolam,,49.0,,TE,BCG,AGRICULTUTE,F,,
2006,MPTC,Gemenaik,INC,,Anantapur,Rayadurg,Avuladatla,,64.0,SUGALI,,STG,AGRICULTUTE,M,,
2006,MPTC,Santhamma,TDP,,Anantapur,Rayadurg,Baginayakanahalli,,43.0,,,SCW,AGRICULTUTE,F,,
2006,MPTC President,Nagarajareddy,INC,,Anantapur,Rayadurg,Bondanakal,,49.0,,10TH,URG,AGRICULTUTE,M,,
2006,MPTC,K.Lakshmipathi,INC,,Anantapur,Rayadurg,D.Kondapuram,,51.0,BESTA,6TH,BCG,AGRICULTUTE,M,,
2006,MPTC,K.Ramadevi,TDP,,Anantapur,Rayadurg,Junjurampalli,,27.0,,10TH,URW,AGRICULTUTE,F,,
2006,MPTC,Savitri,TDP,,Anantapur,Rayadurg,Kenchanapalli,,27.0,BOYA,5TH,BCW,AGRICULTUTE,F,,
2006,MPTC,B.Marakka,INC,,Anantapur,Rayadurg,Machiri,,60.0,BOYA,,BCW,AGRICULTUTE,F,,
2006,MPTC,T.Bablu,INC,,Anantapur,Rayadurg,Nagireddipalli,,32.0,DUDEKULA,5TH,URG,AGRICULTUTE,M,,
2006,MPTC,Gangadhara,INC,,Anantapur,Rayadurg,T.Veerapuram,,40.0,BOYA,2ND,BCG,AGRICULTUTE,M,,
2006,MPTC,M.Hanumanthudu,TDP,,Anantapur,Rayadurg,Vadrahonnur,,27.0,,INTER,SCG,AGRICULTUTE,M,,
2006,MPTC,Golla Nagappa,INC,,Anantapur,Settur,Bachepalli,,42.0,,,BCG,AGRICULTURE,M,,
2006,MPTC,Kuruba Anandappa,INC,,Anantapur,Settur,Cherlopalli,,44.0,,,BCG,AGRICULTURE,M,,
2006,MPTC,Kodikonda Palegarla Venkatesulu,TDP,,Anantapur,Settur,Chinnampalli,,37.0,AGNIKULA,,URG,AGRICULTURE,M,,
2006,MPTC,Maddipatla Prabhakar Reddy,TDP,,Anantapur,Settur,Chintarlapalli,,37.0,KSHATRIYAKAPU,,URG,AGRICULTURE,M,,
2006,MPTC President,Boya Gangamma,CPI,,Anantapur,Settur,Kanukur,,38.0,BOYA,,URW,AGRICULTURE,F,,
2006,MPTC,Bangaru Gangireddy,TDP,,Anantapur,Settur,Lakshmampalli,,47.0,KAPU,,URG,AGRICULTURE,M,,
2006,MPTC,Santhamma,INC,,Anantapur,Settur,Makodiki,,21.0,,,SCW,AGRICULTURE,F,,
2006,MPTC,Mala Babu,TDP,,Anantapur,Settur,Mulakaledu,,39.0,,,SCG,AGRICULTURE,M,,
2006,MPTC,Matam Sreevani,INC,,Anantapur,Settur,Settur,,27.0,,,BCW,AGRICULTURE,F,,
2006,MPTC,Golla Chintakka,TDP,,Anantapur,Settur,Thippanapalli,,54.0,GOLLA,,URW,AGRICULTURE,F,,
2006,MPTC,Karanam Erriswami,INC,,Anantapur,Settur,Yatakallu,,36.0,LINGAYAT,,URG,AGRICULTURE,M,,
2006,MPTC,Kana Ramachandrareddy,INC,,Anantapur,Singanamala,Akuledu,,53.0,Kapu,SSC,URG,Cultivation,M,,
2006,MPTC,Chikkella Subbaiah,TDP,,Anantapur,Singanamala,Chakkarayapeta,,44.0,Kuraba,4th Class,UR(G),Gernalist,M,,
2006,MPTC,Kesava Reddy,TDP,,Anantapur,Singanamala,Kallumadi,,44.0,Kapu,SSC,URG,CultivationCultivation,M,,
2006,MPTC,Ramachandra,INC,,Anantapur,Singanamala,Peravali,,29.0,,5th Class,SC(G),Gernalist,M,,
2006,MPTC,Kummetha Chinna Kesavalu,INC,,Anantapur,Singanamala,Rachepalli,,40.0,Golla,SSC Fail,BC(G),CultivationCultivation,M,,
2006,MPTC President,Lakshmi Devamma,TDP,,Anantapur,Singanamala,Salakamcheruvu,,37.0,GANDLA,Inter,UR(W),House wife,F,,
2006,MPTC,Pula Prasad,INC,,Anantapur,Singanamala,Singanamala 1,,27.0,Boya,Inter,BC(G),Gernalist,M,,
2006,MPTC,Narayanamma,TDP,,Anantapur,Singanamala,Singanamala 2,,27.0,,,SC(W),House wife,F,,
2006,MPTC,Pedda Gireppa,TDP,,Anantapur,Singanamala,Sodanapalli,,39.0,,,SC(G),Gernalist,M,,
2006,MPTC,T.Vijaya,TDP,,Anantapur,Singanamala,Tarimala,,34.0,Kapu,SSC,UR(W),CultivationHouse wife,F,,
2006,MPTC,Bayamma,INC,,Anantapur,Singanamala,Ullikallu,,45.0,Golla,7th class,BC(W),House wife,F,,
2006,MPTC,Lakshma Naik,TDP,,Anantapur,Singanamala,W.Narasapuram,,52.0,SUGALI,,ST(G),Cultivation,M,,
2006,MPTC,D.Chinna Hajivalli,INC,,Anantapur,Tadipatri,Bogasamudram,,,,,BC(G),,Male,,
